Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Wholesale Furniture Brokers
universel-standard-bookcase,Universel Standard Bookcase - Available in 7 Colours,Colour,Dark Chocolate,,,,,65715-3179,,,0
universel-standard-lateral-file-cabinet,Universel Standard Lateral File Cabinet - Available in 9 Colours,Colour,Black,,,,,65635-2118,,,0
universel-standard-lateral-file-cabinet,Universel Standard Lateral File Cabinet - Available in 9 Colours,Colour,White,,,,,65635-2117,,,0
universel-standard-lateral-file-cabinet,Universel Standard Lateral File Cabinet - Available in 9 Colours,Colour,Rustic Brown,,,,,65635-000009,,,1
universel-standard-lateral-file-cabinet,Universel Standard Lateral File Cabinet - Available in 9 Colours,Colour,White Chocolate,,,,,65635-2131,,,0
universel-standard-lateral-file-cabinet,Universel Standard Lateral File Cabinet - Available in 9 Colours,Colour,Bark Grey,,,,,65635-2147,,,0
universel-standard-lateral-file-cabinet,Universel Standard Lateral File Cabinet - Available in 9 Colours,Colour,Bordeaux,,,,,65635-2139,,,14
universel-standard-lateral-file-cabinet,Universel Standard Lateral File Cabinet - Available in 9 Colours,Colour,Dark Chocolate,,,,,65635-2179,,,0
universel-standard-lateral-file-cabinet,Universel Standard Lateral File Cabinet - Available in 9 Colours,Colour,Antigua,,,,,65635-000052,,,20
universel-standard-lateral-file-cabinet,Universel Standard Lateral File Cabinet - Available in 9 Colours,Colour,Walnut Grey,,,,,65635-000035,,,0
embassy-add-on-pedestal-with-3-drawers,Embassy Add-On Pedestal with 3 Drawers - Available in 2 Colours,Colour,Dark Chocolate,,,,,60621-2179,,,0
embassy-add-on-pedestal-with-3-drawers,Embassy Add-On Pedestal with 3 Drawers - Available in 2 Colours,Colour,Walnut Grey,,,,,60621-000035,,,-50
i3-plus-lateral-file-cabinet,i3 Plus Lateral File Cabinet - Available in 3 Colours,Colour,White Chocolate,,,,,160630-000031,,,1
i3-plus-lateral-file-cabinet,i3 Plus Lateral File Cabinet - Available in 3 Colours,Colour,White,,,,,160630-1117,,,0
i3-plus-lateral-file-cabinet,i3 Plus Lateral File Cabinet - Available in 3 Colours,Colour,Bark Grey,,,,,160630-1147,,,0
pur-36-inch-storage-unit-with-3-drawers,Pur 36” Storage Unit with 3 Drawers - Available in 4 Colours,Colour,Bark Grey,,,,,26872-47,,,0
pur-36-inch-storage-unit-with-3-drawers,Pur 36” Storage Unit with 3 Drawers - Available in 4 Colours,Colour,Chocolate,,,,,26872-69,,,0
pur-36-inch-storage-unit-with-3-drawers,Pur 36” Storage Unit with 3 Drawers - Available in 4 Colours,Colour,White,,,,,26872-17,,,0
pur-25-inch-storage-unit-with-3-drawers,Pur 25” Storage Unit with 3 Drawers - Available in 3 Colours,Colour,Bark Grey,,,,,26871-47,,,0
pur-25-inch-storage-unit-with-3-drawers,Pur 25” Storage Unit with 3 Drawers - Available in 3 Colours,Colour,White,,,,,26871-17,,,0
pur-25-inch-storage-unit-with-3-drawers,Pur 25” Storage Unit with 3 Drawers - Available in 3 Colours,Colour,Chocolate,,,,,26871-69,,,0
krom-54-inch-tv-stand-with-metal-legs,Krom 54“ TV Stand with Metal Legs - Available in 2 Colours,Colour,Deep Grey,,,,,17200-1132,,,0
krom-54-inch-tv-stand-with-metal-legs,Krom 54“ TV Stand with Metal Legs - Available in 2 Colours,Colour,White,,,,,17200-1117,,,0
krom-corner-storage-cabinet-with-metal-legs,Krom Corner Storage Cabinet with Metal Legs - Available in 2 Colours,Colour,Deep Grey,,,,,17162-1132,,,0
krom-corner-storage-cabinet-with-metal-legs,Krom Corner Storage Cabinet with Metal Legs - Available in 2 Colours,Colour,White,,,,,17162-1117,,,0
i3-plus-lateral-file-cabinet-with-1-drawer,i3 Plus Lateral File Cabinet with 1 Drawer - Available in 2 Colours,Colour,Bark Grey,,,,,160632-1147,,,0
i3-plus-lateral-file-cabinet-with-1-drawer,i3 Plus Lateral File Cabinet with 1 Drawer - Available in 2 Colours,Colour,White,,,,,160632-1117,,,0
pro-linea-return-table,Pro-Linea Return Table - Available in 2 Colours,Colour,Bark Grey,,,,,120811-47,,,5
pro-linea-return-table,Pro-Linea Return Table - Available in 2 Colours,Colour,Deep Grey,,,,,120811-32,,,0
assembled-lateral-file-cabinet,Assembled Lateral File Cabinet - Available in Bark Grey,Colour,Bark Grey,,,,,120636-1147,,,0
pro-linea-credenza-with-2-drawers,Pro-Linea Credenza with 2 Drawers - Available in 5 Colours,Colour,Walnut Grey,,,,,120610-000035,,,0
pro-linea-credenza-with-2-drawers,Pro-Linea Credenza with 2 Drawers - Available in 5 Colours,Colour,Deep Grey,,,,,120610-1132,,,21
pro-linea-credenza-with-2-drawers,Pro-Linea Credenza with 2 Drawers - Available in 5 Colours,Colour,Bark Grey,,,,,120610-1147,,,0
pro-linea-credenza-with-2-drawers,Pro-Linea Credenza with 2 Drawers - Available in 5 Colours,Colour,White,,,,,120610-1117,,,0
pur-full-murphy-cabinet-bed-with-mattress,Pur Full Murphy Cabinet Bed with Mattress - Available in 3 Colours,Colour,Rustic Brown,,,,,26193-000009,,,0
pur-full-murphy-cabinet-bed-with-mattress,Pur Full Murphy Cabinet Bed with Mattress - Available in 3 Colours,Colour,Bark Grey,,,,,26193-000047,,,0
pur-full-murphy-cabinet-bed-with-mattress,Pur Full Murphy Cabinet Bed with Mattress - Available in 3 Colours,Colour,White,,,,,26193-000017,,,0
nebula-queen-murphy-cabinet-bed-with-mattress,Nebula Queen Murphy Cabinet Bed with Mattress - Available in 2 Colours,Colour,White,,,,,25194-000017,,,0
nebula-queen-murphy-cabinet-bed-with-mattress,Nebula Queen Murphy Cabinet Bed with Mattress - Available in 2 Colours,Colour,Bark Grey,,,,,25194-000047,,,0
nebula-full-murphy-cabinet-bed-with-mattress,Nebula Full Murphy Cabinet Bed with Mattress - Available in 2 Colours,Colour,Bark Grey,,,,,25193-000047,,,0
nebula-full-murphy-cabinet-bed-with-mattress,Nebula Full Murphy Cabinet Bed with Mattress - Available in 2 Colours,Colour,White,,,,,25193-000017,,,0
i3-plus-u-or-l-shaped-desk,i3 Plus U or L-Shaped Desk - Available in 3 Colours,Colour,Bark Grey & White,,,,,160860-4717,,,35
i3-plus-u-or-l-shaped-desk,i3 Plus U or L-Shaped Desk - Available in 3 Colours,Colour,Bark Grey,,,,,160860-47,,,0
pro-linea-desk-shell,Pro-Linea Desk Shell - Available in 3 Colours,Colour,White,,,,,120400-1117,,,0
i3-plus-desk-shell,i3 Plus Desk Shell - Available in 2 Colours,Colour,Bark Grey,,,,,160400-1147,,,120
logan-lateral-file-cabinet,Logan Lateral File Cabinet - Available in 5 Colours,Colour,White,,,,,46630-1117,,,0
logan-lateral-file-cabinet,Logan Lateral File Cabinet - Available in 5 Colours,Colour,White Chocolate,,,,,46630-1131,,,0
logan-lateral-file-cabinet,Logan Lateral File Cabinet - Available in 5 Colours,Colour,Dark Chocolate,,,,,46630-1179,,,0
logan-lateral-file-cabinet,Logan Lateral File Cabinet - Available in 5 Colours,Colour,Antigua,,,,,46630-1152,,,0
logan-lateral-file-cabinet,Logan Lateral File Cabinet - Available in 5 Colours,Colour,Bark Grey,,,,,46630-1147,,,1
pro-linea-desk-shell,Pro-Linea Desk Shell - Available in 3 Colours,Colour,Bark Grey,,,,,120400-1147,,,39
pro-linea-desk-shell,Pro-Linea Desk Shell - Available in 3 Colours,Colour,Deep Grey,,,,,120400-1132,,,0
modubox-versatile-full-murphy-wall-bed-and-sofa,Versatile Full Murphy Wall Bed and Sofa,Colour,White with Grey Sofa,,,,,40720-000017,,,0
modubox-versatile-queen-murphy-wall-bed-and-sofa-set,Versatile Queen Murphy Wall Bed and Sofa Set,Colour,White with Grey Sofa,,,,,40721-000017,,,0
modubox-edge-queen-murphy-wall-bed-and-sofa-set,Modubox Edge Queen Murphy Wall Bed and Sofa Set,Colour,White with Grey Sofa,,,,,70721-000017,,,0
modubox-edge-full-wall-bed-and-sofa,Modubox Edge Full Murphy Wall Bed and Sofa Set,Colour,White with Grey Sofa,,,,,70720-000017,,,0
nebula-queen-white-murphy-wall-bed-and-grey-sofa,Nebula Queen White Murphy Wall Bed and Grey Sofa,Title,Default Title,,,,,25721-000017,,,0
modubox-prestige-l-shaped-computer-desk,Prestige+ L-Shaped Desk with Pedestal - Available in 4 Colours,Colour,Bark Grey & Slate,,,,,99860-000047,,,0
modubox-prestige-l-shaped-computer-desk,Prestige+ L-Shaped Desk with Pedestal - Available in 4 Colours,Colour,Antigua,,,,,99860-52,,,0
modubox-prestige-l-shaped-computer-desk,Prestige+ L-Shaped Desk with Pedestal - Available in 4 Colours,Colour,Bordeaux & Graphite,,,,,99860-39,,,0
modubox-prestige-narrow-desk-shell,Prestige+ Narrow Desk Shell - Available in 4 Colours,Colour,Antigua,,,,,99612-1152,,,0
modubox-prestige-narrow-desk-shell,Prestige+ Narrow Desk Shell - Available in 4 Colours,Colour,Bark Grey & Slate,,,,,99612-000047,,,0
modubox-prestige-narrow-desk-shell,Prestige+ Narrow Desk Shell - Available in 4 Colours,Colour,Bordeaux & Graphite,,,,,99612-1139,,,0
modubox-prestige-narrow-desk-shell,Prestige+ Narrow Desk Shell - Available in 4 Colours,Colour,Chocolate,,,,,99612-1169,,,0
modubox-prestige-l-shaped-desk,Prestige+ L-Shaped Desk - Available in 3 Colours,Colour,Antigua,,,,,99420-1152,,,0
modubox-prestige-l-shaped-desk,Prestige+ L-Shaped Desk - Available in 3 Colours,Colour,Bordeaux & Graphite,,,,,99420-1139,,,0
modubox-prestige-executive-desk-shell,Modubox Prestige+ Desk Shell,Colour,Bordeaux & Graphite,,,,,99400-1139,,,0
modubox-prestige-executive-desk-shell,Modubox Prestige+ Desk Shell,Colour,Antigua,,,,,99400-1152,,,0
modubox-prestige-executive-desk-shell,Modubox Prestige+ Desk Shell,Colour,Bark Grey & Slate,,,,,99400-000047,,,0
modubox-connexion-l-shaped-desk-with-pedestal,Modubox Connexion L-Shaped Desk with Pedestal,Colour,Slate & Sandstone,,,,,93880-59,,,0
modubox-connexion-l-shaped-desk-with-pedestal,Modubox Connexion L-Shaped Desk with Pedestal,Colour,Antigua & Black,,,,,93880-000052,,,0
modubox-connexion-l-shaped-desk-with-pedestal,Modubox Connexion L-Shaped Desk with Pedestal,Colour,Bordeaux & Slate,,,,,93880-39,,,0
modubox-connexion-narrow-desk-shell,Connexion Narrow Desk Shell - Available in 3 Colours,Colour,Slate & Sandstone,,,,,93612-1159,,,0
modubox-connexion-narrow-desk-shell,Connexion Narrow Desk Shell - Available in 3 Colours,Colour,Bordeaux,,,,,93612-1139,,,0
modubox-connexion-narrow-desk-shell,Connexion Narrow Desk Shell - Available in 3 Colours,Colour,Antigua & Black,,,,,93612-000052,,,0
modubox-connexion-executive-office-desk,Modubox Connexion Executive Office Desk,Colour,Slate & Sandstone,,,,,93400-1159,,,30
modubox-connexion-executive-office-desk,Modubox Connexion Executive Office Desk,Colour,Bordeaux & Slate,,,,,93400-1139,,,0
modubox-connexion-executive-office-desk,Modubox Connexion Executive Office Desk,Colour,Antigua & Black,,,,,93400-000052,,,0
innova-l-shaped-desk-with-pedestal-and-hutch,Innova L-Shaped Desk with Pedestal and Hutch,Colour,White,,,,,92421-17,,,0
innova-l-shaped-desk-with-pedestal-and-hutch,Innova L-Shaped Desk with Pedestal and Hutch,Colour,Bark Grey,,,,,92421-47,,,0
modubox-dayton-l-shaped-desk-with-pedestal,Dayton L-Shaped Desk with Pedestal and Hutch - Available in Bark Grey,Colour,Bark Grey,,,,,88420-47,,,0
modubox-table-desk-with-square-metal-legs,Table Desk with Square Metal Legs - Available in 8 Colours,Colour,White,,,,,65865-17,,,130
modubox-table-desk-with-square-metal-legs,Table Desk with Square Metal Legs - Available in 8 Colours,Colour,Bordeaux,,,,,65865-39,,,0
modubox-table-desk-with-square-metal-legs,Table Desk with Square Metal Legs - Available in 8 Colours,Colour,Bark Grey,,,,,65865-47,,,0
modubox-table-desk-with-square-metal-legs,Table Desk with Square Metal Legs - Available in 8 Colours,Colour,Antigua,,,,,65865-52,,,0
modubox-table-desk-with-square-metal-legs,Table Desk with Square Metal Legs - Available in 8 Colours,Colour,Black,,,,,65865-18,,,4
modubox-table-desk-with-square-metal-legs,Table Desk with Square Metal Legs - Available in 8 Colours,Colour,Deep Grey,,,,,65865-32,,,0
modubox-table-desk-with-square-metal-legs,Table Desk with Square Metal Legs - Available in 8 Colours,Colour,Northern Maple,,,,,65865-38,,,0
modubox-embassy-l-shaped-curved-desk,Embassy L-Shaped Curved Desk with Pedestal - Available in 2 Colours,Colour,Dark Chocolate,,,,,60880-79,,,0
modubox-embassy-l-shaped-curved-desk,Embassy L-Shaped Curved Desk with Pedestal - Available in 2 Colours,Colour,Walnut Grey,,,,,60880-000035,,,-50
embassy-l-shaped-desk-with-pedestal,Embassy L-Shaped Desk with Pedestal - Available in 2 Colours,Colour,Dark Chocolate,,,,,60892-79,,,0
modubox-ridgeley-u-shape-desk,Ridgeley U-Shaped Desk with Pedestal and Hutch,Colour,Dark Chocolate,,,,,52414-79,,,0
modubox-ridgeley-u-shape-desk,Ridgeley U-Shaped Desk with Pedestal and Hutch,Colour,White Chocolate,,,,,52414-31,,,0
outremont-u-shaped-desk-with-pedestal-and-hutch,Outremont U-Shaped Desk with Pedestal and Hutch,Colour,Dark Chocolate,,,,,52413-79,,,0
outremont-u-shaped-desk-with-pedestal-and-hutch,Outremont U-Shaped Desk with Pedestal and Hutch,Colour,White Chocolate,,,,,52413-31,,,0
modubox-logan-u-shaped-desk-with-file-cabinet,"Logan U-Shaped Desk with Hutch, Lateral File Cabinet, and Bookcase",Colour,White Chocolate,,,,,46851-31,,,0
modubox-logan-u-shaped-desk-with-file-cabinet,"Logan U-Shaped Desk with Hutch, Lateral File Cabinet, and Bookcase",Colour,Antigua,,,,,46851-52,,,0
modubox-logan-u-shaped-desk-with-file-cabinet,"Logan U-Shaped Desk with Hutch, Lateral File Cabinet, and Bookcase",Colour,Bark Grey,,,,,46851-47,,,0
modubox-logan-u-shaped-desk-with-pedestal-and-hutch,Logan U-Shaped Desk with Pedestal and Hutch - Available in 3 Colours,Colour,White Chocolate,,,,,46410-31,,,0
modubox-logan-u-shaped-desk-with-pedestal-and-hutch,Logan U-Shaped Desk with Pedestal and Hutch - Available in 3 Colours,Colour,Antigua,,,,,46410-52,,,0
modubox-logan-u-shaped-desk-with-pedestal-and-hutch,Logan U-Shaped Desk with Pedestal and Hutch - Available in 3 Colours,Colour,Bark Grey,,,,,46410-47,,,0
modubox-solay-l-shaped-computer-desk,Solay L-Shaped Desk - Available in 4 Colours,Colour,Deep Grey,,,,,29420-32,,,0
modubox-solay-l-shaped-computer-desk,Solay L-Shaped Desk - Available in 4 Colours,Colour,Bark Grey,,,,,29420-47,,,0
modubox-solay-l-shaped-computer-desk,Solay L-Shaped Desk - Available in 4 Colours,Colour,White,,,,,29420-17,,,0
modubox-solay-l-shaped-computer-desk,Solay L-Shaped Desk - Available in 4 Colours,Colour,Chocolate,,,,,29420-69,,,0
modubox-i3-plus-l-shaped-desk,i3 Plus L-Shaped Desk - Available in 3 Colours,Colour,Bark Grey,,,,,160850-47,,,0
modubox-i3-plus-l-shaped-desk,i3 Plus L-Shaped Desk - Available in 3 Colours,Colour,Bark Grey & White,,,,,160850-4717,,,0
modubox-pro-linea-l-shaped-desk,Pro-Linea L-Shaped Desk - Available in 3 Colours,Colour,Deep Grey,,,,,120863-32,,,2
modubox-pro-linea-l-shaped-desk,Pro-Linea L-Shaped Desk - Available in 3 Colours,Colour,Bark Grey,,,,,120863-47,,,0
modubox-pro-linea-l-shaped-desk,Pro-Linea L-Shaped Desk - Available in 3 Colours,Colour,White,,,,,120863-17,,,23
pro-concept-plus-open-side-l-shaped-desk,Pro-Concept Plus Open Side L-Shaped Desk with Pedestal,Colour,Deep Grey & Black,,,,,110891-32,,,0
pro-concept-plus-open-side-l-shaped-desk,Pro-Concept Plus Open Side L-Shaped Desk with Pedestal,Colour,White & Deep Grey,,,,,110891-17,,,0
modubox-pro-concept-l-shaped-desk,Pro-Concept Plus Closed Side L-Shaped Desk with Pedestal,Colour,Deep Grey & Black,,,,,110885-32,,,0
modubox-pro-concept-l-shaped-desk,Pro-Concept Plus Closed Side L-Shaped Desk with Pedestal,Colour,White & Deep Grey,,,,,110885-17,,,0
bestar-fom-living-room-storage-set,Fom Living Room Storage Set - Available in 2 Colours,Colour,Walnut Grey & Sandstone,,,,,22853-000035,,,0
bestar-fom-living-room-storage-set,Fom Living Room Storage Set - Available in 2 Colours,Colour,Rustic Brown & Sandstone,,,,,22853-000009,,,0
bestar-fom-tv-stand-coffee-table-set,Fom TV Stand and Coffee Table Set - Available in 2 Colours,Colour,Walnut Grey & Sandstone,,,,,22850-000035,,,0
bestar-fom-tv-stand-coffee-table-set,Fom TV Stand and Coffee Table Set - Available in 2 Colours,Colour,Rustic Brown & Sandstone,,,,,22850-000009,,,0
bestar-fom-coffee-table-with-storage,Fom Coffee Table with Storage (Available in 2 Colours),Colour,Walnut Grey & Sandstone,,,,,22161-000035,,,0
bestar-fom-coffee-table-with-storage,Fom Coffee Table with Storage (Available in 2 Colours),Colour,Rustic Brown & Sandstone,,,,,22161-000009,,,0
bestar-auva-coffee-table-with-storage,Auva Coffee Table with Storage - Available in 2 Colours,Colour,Maple Brown,,,,,103162-000005,,,0
bestar-auva-coffee-table-with-storage,Auva Coffee Table with Storage - Available in 2 Colours,Colour,Buffalo Brown,,,,,103162-000004,,,0
alga-coffee-table,Alga Coffee Table in White and Walnut Brown,Title,Default Title,,,,,102161-000001,,,17
alga-end-table,Alga End Table in White and Walnut Brown,Title,Default Title,,,,,102160-000001,,,0
bestar-krom-lift-top-coffee-table,Krom 37“ Lift-Top Coffee Table with Metal Legs (2 Colors),Colour,Deep Grey,,,,,17160-1132,,,0
bestar-krom-lift-top-coffee-table,Krom 37“ Lift-Top Coffee Table with Metal Legs (2 Colors),Colour,White,,,,,17160-1117,,,0
bestar-lift-top-coffee-table-canada,"Small Space 37"" Lift-Top Coffee Table Canada",Colour,Dark Chocolate & Black,,,,,16160-1179,,,0
bestar-lift-top-coffee-table-canada,"Small Space 37"" Lift-Top Coffee Table Canada",Colour,Bark Grey & White,,,,,16160-1147,,,0
lumina-queen-size-wall-bed,Lumina Queen Size Wall Murphy Bed,Title,Default Title,,,,,85182-17,,,0
cielo-queen-size-wall-bed-available-in-3-colours,Cielo Queen Size Murphy Wall Bed - Available in 2 Colours,Colour,Bark Grey & White,,,,,80184-47,,,0
cielo-queen-size-wall-bed-available-in-3-colours,Cielo Queen Size Murphy Wall Bed - Available in 2 Colours,Colour,Rustic Brown & White,,,,,80184-000009,,,0
bestar-versatile-murphy-wall-bed-with-storage,"Versatile 115"" Queen Size Murphy Wall Bed with 2 Storage Units",Colour,White,,,,,40883-17,,,0
versatile-queen-size-murphy-wall-bed,Versatile Queen Size Murphy Wall Bed,Colour,White,,,,,40184-17,,,0
pur-90-queen-size-wall-bed-with-storage-unit-available-in-3-colours,"Pur 90"" Queen Size Murphy Wall Bed with Storage Unit - Available in 3 Colours",Colour,White,,,,,26888-17,,,0
pur-90-queen-size-wall-bed-with-storage-unit-available-in-3-colours,"Pur 90"" Queen Size Murphy Wall Bed with Storage Unit - Available in 3 Colours",Colour,Chocolate,,,,,26888-69,,,0
pur-90-queen-size-wall-bed-with-storage-unit-available-in-3-colours,"Pur 90"" Queen Size Murphy Wall Bed with Storage Unit - Available in 3 Colours",Colour,Bark Grey,,,,,26888-47,,,0
pur-115-queen-size-wall-bed-with-2-storage-units-available-in-3-colours,"Pur 115"" Queen Size Murphy Wall Bed with 2 Storage Units - Available in 3 Colours",Colour,White,,,,,26884-17,,,0
pur-115-queen-size-wall-bed-with-2-storage-units-available-in-3-colours,"Pur 115"" Queen Size Murphy Wall Bed with 2 Storage Units - Available in 3 Colours",Colour,Chocolate,,,,,26884-69,,,0
pur-115-queen-size-wall-bed-with-2-storage-units-available-in-3-colours,"Pur 115"" Queen Size Murphy Wall Bed with 2 Storage Units - Available in 3 Colours",Colour,Bark Grey,,,,,26884-47,,,0
pur-queen-size-wall-bed-with-storage-unit-available-in-3-colours,"Pur 101"" Queen Size Murphy Wall Bed with Storage Unit - Available in 3 Colours",Colour,White,,,,,26881-17,,,0
pur-queen-size-wall-bed-with-storage-unit-available-in-3-colours,"Pur 101"" Queen Size Murphy Wall Bed with Storage Unit - Available in 3 Colours",Colour,Chocolate,,,,,26881-69,,,0
